""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"	"OTU128"
"443"	154	74	33	0	29	0	352	19	0	138	35	0	0	9	10	191	0	55	18	258	6	173	44	0	92	30	27	231	43	23	22	0	48	138	44	0	60	0	0	0	128	157	0	67	12	74	0	2	44	0	0	1	94	0	236	52	37	0	0	261	0	0	51	0	167	483	115	137	1	33	15	22	0	95	21	352	0	0	1	0	0	0	0	90	765	0	0	74	0	11	6582	0	11	54	23	435	0	0	25	0	0	351	249	143	0	38	0	61	0	101	5	168	544	159	27	0	26	78	235	9	0	25	0	112	0	266	11	5
"444"	155	172	30	176	58	82	165	52	47	150	2	0	0	46	51	136	28	19	54	529	29	0	73	0	0	0	0	198	38	6	54	0	20	181	68	2	28	0	2	22	0	148	0	88	0	27	19	7	31	92	97	0	0	45	2721	65	3	0	4	254	0	0	36	0	192	410	0	214	0	0	0	7	56	102	8	281	17	54	0	21	0	0	2	0	873	0	0	78	0	0	1035	0	0	32	39	514	15	21	59	2	0	402	0	161	1	0	0	44	19	0	15	132	431	113	10	137	19	35	270	0	0	0	45	68	0	248	0	0
"445"	156	150	22	0	38	83	75	31	60	0	3	0	0	17	18	131	0	0	73	442	0	193	78	4	0	28	0	277	48	72	55	0	53	0	53	0	36	17	0	29	196	107	40	0	16	66	11	16	30	155	0	4	29	35	812	0	32	0	0	256	66	116	53	44	0	429	107	162	10	0	10	18	0	82	9	313	9	65	33	21	20	0	9	131	734	0	1	53	0	0	7926	39	0	26	37	510	9	6	51	0	52	268	361	155	0	35	33	39	39	0	31	69	386	152	6	0	0	64	0	0	8	28	0	93	20	268	6	10
"446"	157	0	38	0	0	0	0	0	31	0	13	1	0	8	40	105	0	0	0	455	12	188	17	0	81	5	17	256	21	0	30	11	22	0	143	12	18	4	90	0	113	166	0	0	4	105	0	0	0	0	88	13	52	0	179	23	0	18	4	247	42	0	47	0	126	473	123	197	7	42	27	0	12	91	0	358	14	0	0	7	0	0	0	177	706	31	0	68	67	11	5288	2	32	0	58	574	0	0	0	0	21	305	0	148	0	29	59	30	6	0	22	112	479	127	32	0	0	48	255	1	25	21	52	61	0	0	7	32
"447"	158	123	55	84	7	82	103	30	0	172	0	0	0	37	0	149	0	0	14	391	30	206	66	0	123	4	5	180	32	2	34	7	23	0	65	10	0	0	14	8	125	137	49	92	14	41	8	11	0	167	0	0	39	43	787	13	38	21	0	249	9	0	54	30	157	665	114	193	8	43	16	0	36	129	0	406	21	33	0	0	17	33	0	141	857	0	30	71	0	21	4405	0	24	54	71	557	2	2	5	0	0	282	291	118	92	27	20	28	0	0	23	113	395	0	37	0	21	153	221	0	0	31	0	101	27	236	29	0
"448"	159	0	28	177	0	78	0	29	0	132	34	0	0	0	0	211	2	23	0	507	0	180	0	0	89	34	22	0	0	7	0	0	54	120	60	0	54	0	9	5	0	101	0	65	0	0	0	5	34	0	67	5	71	31	145	0	55	0	0	286	31	57	0	61	137	506	0	158	2	19	0	30	0	138	13	352	21	0	0	26	0	31	0	114	763	0	12	71	0	0	1757	0	0	0	115	482	17	6	0	33	75	178	0	0	0	47	49	18	0	45	8	99	454	79	6	0	10	62	292	0	0	0	64	0	0	242	11	11
"449"	160	170	23	0	47	109	268	49	17	224	0	0	0	3	31	150	0	33	10	400	0	180	0	4	110	10	10	259	37	3	0	12	18	122	0	16	16	22	13	21	0	111	30	78	0	56	0	0	19	165	105	3	0	17	130	0	0	0	0	287	0	124	42	91	165	553	59	159	14	126	16	16	45	105	0	329	22	35	49	0	0	41	7	0	0	88	0	58	44	0	7410	0	72	24	0	514	0	1	20	0	13	407	373	167	0	76	31	0	0	0	29	60	335	108	1	0	19	85	0	0	13	0	70	101	0	284	3	0
"450"	161	149	14	0	26	63	252	28	0	0	37	8	0	6	0	131	0	44	22	0	0	234	0	0	0	59	48	181	46	16	70	4	82	103	0	9	45	13	0	18	162	117	75	35	11	48	0	0	42	130	102	0	36	0	224	61	0	0	0	261	0	0	36	0	186	614	92	162	0	32	0	8	64	97	0	281	0	79	12	26	19	0	13	151	0	0	23	71	250	17	9936	0	15	66	24	561	0	3	0	16	0	292	0	138	23	44	0	18	42	0	36	115	387	175	28	0	0	78	249	0	0	56	25	138	0	272	1	4
"451"	162	168	23	142	54	88	191	33	0	170	0	0	0	8	8	107	10	0	0	272	0	163	74	5	148	0	0	188	0	25	70	0	26	89	0	21	0	8	17	6	0	0	0	74	9	29	10	4	46	0	116	5	60	15	1107	39	0	0	0	262	0	0	51	36	0	616	117	182	4	37	0	33	47	81	0	263	0	31	34	0	22	6	0	0	783	0	0	32	192	0	8680	38	32	29	37	541	8	0	0	1	3	0	0	174	2	0	0	0	49	0	49	0	0	110	0	0	0	58	268	65	0	3	0	138	0	0	30	7
"452"	163	271	0	314	55	99	151	89	0	157	0	0	0	0	0	108	3	27	22	482	12	190	27	0	50	0	0	192	23	7	50	4	46	210	0	12	53	0	3	21	0	165	52	0	0	27	13	0	10	0	46	2	29	0	3396	0	29	26	0	337	0	146	34	0	166	551	117	0	20	52	0	15	0	122	24	288	0	20	41	0	28	0	20	89	902	0	0	44	0	0	4230	0	19	0	13	493	14	0	0	0	0	0	196	202	2	30	34	0	0	0	24	0	485	0	0	124	13	93	0	54	11	7	55	88	0	0	0	4
"453"	164	136	39	0	32	91	0	15	47	0	8	2	0	23	9	145	18	0	0	510	27	0	37	6	0	7	16	155	68	0	40	3	24	121	98	28	0	0	40	13	0	142	32	0	21	0	11	39	38	152	50	4	65	21	1023	47	0	11	0	290	0	0	61	0	0	525	129	221	0	56	8	29	0	58	8	426	23	33	0	23	0	79	52	135	926	13	29	63	0	0	2129	0	0	45	15	521	0	11	52	1	15	332	285	103	0	13	43	0	0	0	0	95	406	110	16	87	0	57	0	0	0	29	42	108	33	227	7	0
"454"	165	99	46	118	40	81	0	16	0	135	2	13	0	0	0	105	0	49	0	461	8	146	35	14	94	86	35	240	0	1	46	7	0	242	76	0	83	0	20	0	112	186	30	67	19	79	15	4	38	114	25	7	0	28	5056	31	39	9	0	262	0	0	50	0	214	521	83	149	2	36	0	24	63	129	0	298	15	48	25	0	35	0	3	0	732	0	10	39	50	7	1703	0	25	0	154	530	0	0	0	50	10	332	268	121	46	76	23	64	0	0	0	0	377	180	1	0	7	111	269	0	1	33	71	0	0	235	6	1
"455"	166	168	31	140	0	83	161	56	0	127	5	0	0	17	15	135	3	41	0	426	2	0	0	0	55	10	0	270	0	0	52	3	12	168	0	16	90	0	0	13	121	143	87	63	11	32	5	0	0	158	62	2	83	12	343	48	16	0	3	266	0	51	32	0	130	487	83	173	0	0	18	0	0	195	8	360	0	13	104	0	0	0	2	143	0	0	0	65	0	0	3167	30	0	0	21	518	21	0	0	0	32	0	347	120	2	32	31	0	16	13	0	61	386	108	12	0	0	159	229	0	1	19	39	135	7	261	0	0
"456"	167	192	23	0	59	99	163	56	98	169	10	0	0	27	4	146	0	0	49	464	2	249	81	0	105	0	14	309	46	0	33	0	33	63	0	23	0	12	8	13	0	157	0	0	3	0	12	7	38	175	70	0	43	17	6557	0	16	11	7	285	58	59	26	41	129	477	0	189	4	32	11	14	0	0	0	333	9	39	107	21	0	22	24	184	0	0	0	57	115	23	5473	0	23	43	44	528	0	2	15	6	0	0	333	99	23	35	28	47	54	0	4	78	445	0	103	126	13	81	0	0	15	49	0	91	0	257	0	5
"457"	168	113	35	0	0	84	0	31	0	143	0	0	0	0	27	177	0	33	0	338	24	0	63	7	115	0	1	246	0	1	38	0	52	238	0	34	38	0	26	9	127	115	78	84	0	56	4	2	9	0	31	1	0	15	2102	39	59	0	20	249	29	92	44	26	180	461	127	141	0	49	5	18	86	0	0	363	14	40	15	0	0	21	44	126	793	0	5	69	0	8	1486	39	17	13	33	493	17	5	25	21	0	0	408	164	0	50	17	0	0	6	0	100	436	41	0	123	18	0	278	0	28	0	36	111	28	0	4	0
"458"	169	158	28	0	31	90	0	36	165	130	0	0	2	0	14	159	0	0	47	383	11	203	63	0	105	0	0	196	36	21	52	2	41	0	75	19	79	8	20	11	149	231	38	0	16	64	2	10	17	98	78	2	132	25	2648	0	44	0	0	239	0	0	46	0	148	449	86	0	10	0	0	22	47	98	20	384	0	20	15	0	18	0	56	0	669	42	8	84	54	0	3996	12	26	43	64	490	0	0	3	0	33	208	0	154	0	33	52	0	13	58	20	93	387	177	17	119	22	127	188	0	13	53	85	111	8	205	5	1
"459"	170	233	0	0	58	105	185	48	41	150	0	4	23	0	17	142	8	0	10	503	2	0	95	24	56	0	44	213	58	5	51	3	82	113	0	0	0	0	15	12	0	0	33	0	0	50	17	0	50	127	0	0	29	13	2062	0	53	0	0	303	0	0	55	66	204	564	133	167	0	20	0	9	0	111	22	302	16	16	0	22	0	0	5	93	748	0	0	49	21	0	8216	32	41	64	0	584	28	0	0	1	0	0	306	160	0	0	49	0	0	62	23	71	410	0	6	0	16	213	0	10	25	0	0	101	15	161	20	6
"460"	171	133	40	0	28	83	0	32	10	185	0	0	0	12	0	100	9	38	0	0	0	161	100	0	71	97	0	245	0	0	34	0	25	144	0	13	0	0	17	6	0	153	0	95	16	0	0	6	25	0	76	0	0	18	1699	42	48	9	6	0	0	30	57	36	144	492	97	208	0	0	0	30	0	114	5	373	14	25	33	23	0	0	2	86	826	21	27	58	6	12	2582	23	9	0	44	484	0	0	55	0	0	279	304	140	0	39	92	78	0	58	40	90	302	96	5	0	7	0	289	0	11	0	0	91	0	257	0	5
"461"	172	135	39	99	38	83	32	40	151	101	52	0	0	28	15	152	0	32	29	311	15	180	0	0	72	0	15	288	59	0	37	0	17	149	0	20	0	0	15	20	115	163	0	60	0	50	0	0	0	153	51	0	90	45	3576	0	7	0	0	312	0	0	42	0	160	495	81	185	0	71	16	16	68	93	0	323	13	0	30	11	15	49	0	128	886	0	13	85	40	12	6241	0	0	52	0	459	0	6	76	45	24	0	325	110	23	66	31	37	37	0	28	31	404	99	4	0	26	39	0	5	0	0	64	92	47	240	0	4
"462"	173	0	53	141	0	71	0	0	0	0	0	0	22	25	0	108	0	67	0	415	29	214	73	8	109	11	18	0	87	3	54	0	0	0	136	0	22	39	18	0	147	193	73	102	18	73	0	11	0	0	89	0	38	0	2226	39	39	21	0	254	0	31	77	46	200	534	80	172	0	19	20	20	0	0	10	303	0	10	0	47	0	19	3	0	820	13	0	51	121	2	346	0	0	55	5	547	12	0	0	0	37	342	0	127	20	49	0	45	33	0	21	93	445	148	4	0	10	89	0	14	5	0	0	79	0	0	5	5
"463"	174	134	29	0	44	77	0	20	49	159	0	0	0	0	15	160	1	21	0	0	5	0	0	6	107	5	0	205	0	40	43	10	0	0	74	0	0	0	18	0	117	187	61	0	12	0	0	0	33	180	67	0	19	0	1409	34	8	3	0	253	38	26	49	29	0	601	105	153	8	34	11	0	0	0	12	374	22	33	0	58	0	0	0	90	926	0	0	0	109	0	4301	0	35	60	22	576	4	10	27	4	0	277	0	134	2	69	41	42	0	85	39	79	405	146	5	128	17	0	183	1	0	31	28	105	22	281	6	14
"464"	175	133	26	195	57	82	196	25	0	0	0	4	0	0	17	0	24	10	0	455	15	257	0	12	75	0	15	131	0	1	44	0	26	147	86	32	19	0	14	6	86	110	18	0	14	0	9	0	5	151	75	0	75	35	855	0	33	20	2	298	86	0	71	0	0	525	117	0	0	53	9	0	0	137	16	342	21	44	18	0	31	46	3	156	800	14	0	34	115	0	11189	22	25	46	26	455	2	1	12	4	24	0	274	153	2	14	28	28	74	116	0	85	429	181	5	72	10	65	299	0	0	17	33	78	0	0	0	2
"465"	176	164	14	0	53	84	0	82	0	193	0	0	754	34	0	179	0	0	0	361	18	0	27	6	123	23	0	234	0	15	0	0	24	123	129	0	0	6	50	20	91	153	0	0	12	0	10	0	0	144	41	0	53	17	2403	41	29	14	17	275	66	0	0	0	151	528	119	150	1	53	0	24	62	156	0	350	8	38	0	27	0	43	1	110	744	0	13	77	115	8	7794	0	9	35	27	519	9	3	14	0	0	348	298	169	4	0	30	39	0	0	18	114	430	98	0	0	14	128	291	0	4	0	45	138	0	250	13	9
"466"	177	76	29	143	31	60	0	52	48	152	0	7	0	7	13	124	0	32	0	0	20	0	85	1	94	8	5	224	0	0	58	1	43	0	108	0	0	8	28	28	0	135	36	0	12	66	7	0	16	0	0	6	20	23	1023	0	31	0	0	295	58	58	55	0	0	568	0	203	0	10	25	0	89	133	3	371	7	37	37	0	0	0	0	0	0	36	8	0	52	18	3706	0	15	0	12	469	11	25	0	8	30	240	0	136	31	53	40	44	0	19	3	131	400	76	0	99	16	76	369	0	9	23	0	101	0	238	7	8
"467"	178	130	44	0	36	72	133	0	0	120	0	0	0	0	37	125	2	0	0	404	0	0	96	0	111	30	0	141	38	2	47	2	0	142	45	0	46	0	16	13	138	0	0	114	7	0	7	30	34	0	56	9	59	0	3823	0	0	0	20	305	0	0	68	0	171	539	88	237	0	0	27	17	36	0	0	315	12	39	0	33	19	0	0	102	711	39	17	37	98	0	935	7	10	34	76	552	24	0	0	0	0	256	346	152	2	0	43	0	0	0	12	0	488	144	43	0	0	90	337	6	0	18	0	98	0	236	4	9
"468"	179	160	25	0	40	104	196	45	66	161	46	4	13	13	20	0	10	83	0	242	14	186	0	10	113	0	0	188	0	8	25	5	64	151	0	13	42	10	18	7	127	0	0	77	6	49	18	0	15	0	34	0	56	0	596	22	87	10	1	299	0	48	0	26	166	433	138	232	18	0	8	37	77	0	13	371	20	29	0	19	16	12	13	133	691	0	2	28	111	0	1143	18	32	37	40	486	0	0	0	0	0	281	361	124	37	0	8	0	0	47	44	87	443	234	45	152	11	42	0	21	26	15	64	84	0	198	0	0
"469"	180	245	22	0	85	107	159	78	63	195	0	0	0	0	0	92	11	5	9	0	18	0	55	0	76	3	36	116	0	0	18	5	62	120	0	0	75	0	0	0	124	165	0	49	12	30	13	18	31	178	0	7	62	40	344	24	20	0	0	331	43	37	53	60	0	553	99	208	0	23	0	0	0	142	0	0	10	5	0	15	0	62	0	0	717	13	19	43	14	9	3004	0	14	35	0	538	13	9	11	13	18	262	0	189	7	36	0	63	17	24	0	0	397	109	55	86	6	0	0	0	17	21	33	138	0	224	0	0
"470"	181	0	34	111	0	87	0	18	0	136	0	0	129	0	0	143	0	0	0	279	0	0	60	8	114	65	34	230	0	0	51	0	24	0	138	3	18	0	22	7	106	140	53	0	0	58	8	0	42	161	99	4	87	8	905	82	64	14	0	241	40	48	42	0	123	581	68	206	3	0	50	0	70	200	0	359	13	22	7	12	45	37	30	0	835	34	1	81	85	0	6140	0	3	40	57	529	16	9	36	0	0	0	226	113	0	63	0	89	131	0	17	0	355	73	15	0	19	51	221	0	2	0	31	77	59	0	8	9
"471"	182	0	39	0	0	0	0	28	11	124	16	0	29	53	0	0	0	0	0	0	18	0	69	0	0	27	29	152	0	0	50	4	18	171	0	0	57	26	0	19	68	164	53	0	9	76	0	2	7	138	41	0	86	30	182	0	49	16	9	242	0	0	56	59	161	558	109	138	0	43	16	12	0	135	9	341	11	34	26	0	0	0	0	110	873	0	0	34	0	4	6290	0	0	0	9	473	20	19	0	0	42	0	357	127	4	54	57	35	0	83	0	110	430	0	13	0	18	56	412	0	0	48	87	65	32	210	0	0
"472"	183	139	31	0	37	81	124	0	0	141	10	0	2	35	33	135	16	0	0	459	33	0	0	0	90	0	0	223	52	0	37	1	12	125	0	0	0	0	14	22	153	191	52	75	16	44	13	0	0	0	113	4	37	0	1	39	26	0	0	223	0	0	43	40	140	550	95	76	2	28	0	0	0	79	14	338	10	54	63	19	0	35	4	75	805	0	0	61	0	0	5574	59	34	0	34	495	0	0	20	32	62	249	360	146	2	0	16	62	58	0	0	60	423	134	5	142	0	0	207	0	0	60	45	75	0	186	4	10
"473"	184	187	15	258	65	100	324	25	43	133	0	0	21	0	0	148	0	7	0	434	9	186	16	0	117	0	0	169	43	9	42	5	29	0	0	10	46	0	0	11	0	116	0	0	13	0	20	9	16	100	98	0	30	29	2633	0	35	10	3	267	5	48	49	0	160	547	0	195	0	0	0	16	69	0	0	318	0	47	52	0	26	12	1	0	874	0	0	91	93	8	5534	13	13	42	0	493	0	0	13	11	14	0	0	128	0	59	106	0	0	41	14	0	394	0	0	115	0	87	0	0	0	13	26	92	10	242	0	4
"474"	185	125	31	0	22	97	123	25	31	136	0	0	0	36	0	145	1	28	0	610	13	154	54	10	104	55	9	229	0	10	0	1	61	94	89	9	45	14	0	11	0	142	75	71	0	89	4	13	10	0	62	2	0	22	364	36	16	16	0	288	0	0	52	0	163	645	136	0	0	16	0	13	0	101	0	359	0	23	37	0	0	40	0	106	752	32	7	0	68	2	3859	73	6	42	31	499	31	0	0	1	0	0	0	143	11	0	0	95	2	76	34	40	361	0	41	114	21	52	197	7	0	13	52	112	0	253	4	0
"475"	186	128	24	0	32	95	124	28	0	151	2	10	8	0	21	117	23	2	7	345	8	0	48	0	53	18	0	230	35	4	48	7	33	171	115	0	41	0	21	0	0	126	24	0	0	50	0	0	42	100	0	3	36	24	70	63	41	17	7	313	0	0	60	0	129	669	114	212	0	10	0	0	0	88	6	342	0	62	0	0	9	0	10	0	0	0	0	57	0	12	636	0	10	0	27	516	0	0	41	0	13	241	437	180	26	42	0	47	0	23	7	0	391	0	47	112	0	0	238	2	10	0	0	119	0	232	2	8
"476"	187	161	42	284	46	87	146	36	0	132	46	3	1	17	0	135	63	8	18	275	0	180	99	10	75	0	5	227	56	20	35	0	42	0	0	0	92	0	6	0	84	166	71	105	5	19	8	0	23	0	0	10	62	0	1587	0	56	7	0	0	0	0	0	40	161	572	103	210	0	43	20	18	71	154	22	372	13	29	44	16	0	16	0	148	0	38	32	49	178	1	4610	53	31	40	0	553	0	0	47	0	63	0	0	140	0	13	32	24	0	0	4	85	423	111	0	134	14	83	0	0	27	19	27	112	0	174	1	5
"477"	188	143	27	0	55	54	0	55	25	0	29	5	0	20	35	157	0	0	35	388	0	0	0	11	0	6	3	238	58	0	0	2	13	141	0	0	61	22	4	0	106	89	42	95	12	0	0	7	9	0	81	2	52	22	419	55	12	28	10	310	46	68	36	0	0	617	66	178	22	0	37	15	13	131	0	319	12	35	0	0	0	35	46	75	746	0	0	38	101	0	485	0	20	0	32	520	19	11	0	0	0	282	0	168	0	52	0	104	0	0	51	145	366	0	0	0	0	50	245	0	0	58	45	0	10	227	15	2
"478"	189	124	32	0	24	78	0	23	0	143	10	0	24	11	15	123	0	15	0	494	27	0	77	0	89	16	0	157	38	6	66	7	22	141	93	0	0	7	0	0	131	135	45	0	12	0	0	0	22	122	90	4	0	9	431	0	71	10	18	288	15	0	60	49	180	767	0	201	0	0	17	6	90	145	23	314	23	18	0	29	35	0	9	84	614	57	24	90	0	29	13247	0	23	54	7	481	3	0	0	0	0	0	0	174	0	98	41	57	36	65	4	0	449	119	9	0	0	116	0	0	7	0	58	79	0	274	13	0
"479"	190	0	30	0	0	76	246	37	19	141	0	5	0	19	0	0	3	21	0	623	31	247	33	9	107	22	22	0	0	5	40	0	36	0	54	15	0	0	4	9	104	103	48	81	10	83	0	0	0	124	0	3	50	29	1224	21	0	0	23	0	19	0	62	0	133	561	115	263	0	8	15	8	73	91	9	354	14	71	21	0	25	0	0	101	775	31	32	75	0	0	4361	0	15	68	87	452	13	8	43	52	23	267	0	123	3	0	25	105	2	67	24	0	370	92	0	0	9	49	308	0	0	0	42	0	5	229	2	7
"480"	191	189	31	75	60	83	203	29	20	128	32	0	0	23	0	130	33	16	42	311	0	187	113	0	48	4	2	266	40	0	58	6	25	125	0	11	58	0	37	23	160	0	49	0	11	34	17	0	13	161	44	0	78	0	232	0	9	0	0	359	49	73	43	42	0	691	146	0	0	0	0	25	0	0	0	306	17	10	0	0	27	0	0	0	786	31	22	54	0	0	7276	37	18	56	42	526	0	0	0	2	1	274	0	181	22	39	0	58	0	0	22	86	377	82	21	0	11	0	0	0	8	26	36	132	7	206	3	6
"481"	192	172	0	160	25	64	233	52	0	162	38	0	0	15	0	115	29	25	35	330	11	128	0	6	64	1	0	302	33	8	67	0	36	130	0	0	52	0	14	18	171	113	48	66	24	37	10	13	26	164	49	0	20	32	2164	49	24	0	5	303	32	129	42	47	128	495	0	169	0	25	0	21	0	0	0	254	17	56	47	21	0	31	0	181	782	0	0	88	41	0	467	0	23	32	122	553	9	0	0	0	0	0	0	142	0	57	0	41	0	13	15	60	418	96	27	202	14	0	157	0	10	17	0	103	14	204	0	2
"482"	193	0	53	0	25	75	0	28	0	0	57	0	0	12	14	181	0	0	0	165	36	277	0	4	73	25	35	181	38	0	0	7	36	0	80	21	38	22	26	0	139	141	53	0	0	34	0	8	22	0	31	0	102	24	1032	0	13	23	21	0	0	64	97	33	176	702	80	285	2	61	19	19	0	109	9	376	0	38	0	26	28	34	0	0	859	35	3	53	0	16	476	29	25	49	0	521	19	0	0	0	12	0	389	171	7	53	47	76	14	26	0	111	362	228	52	163	19	88	246	0	13	42	0	0	25	248	13	0
"483"	194	141	21	0	44	90	0	40	10	123	10	0	0	0	19	0	11	0	0	403	0	0	83	0	93	0	0	254	0	0	0	0	54	110	0	0	42	0	8	0	175	122	60	0	17	62	3	6	9	0	0	0	30	0	48	43	57	21	11	0	0	94	58	31	226	575	0	198	24	39	0	8	118	171	22	319	10	49	17	0	25	27	0	0	776	0	11	57	175	0	3299	1	15	73	83	504	22	4	41	0	0	198	0	81	19	55	36	0	0	86	23	105	421	0	80	0	0	66	0	0	16	8	57	97	8	295	11	0
"484"	195	81	42	167	0	85	240	26	151	0	21	8	43	5	21	154	0	0	0	167	37	202	68	0	0	34	0	159	18	8	17	0	59	117	79	11	0	4	19	9	166	158	37	93	7	0	7	12	31	115	0	5	0	0	246	62	28	11	16	274	41	0	41	24	0	511	89	0	6	0	14	0	0	211	9	317	0	17	46	0	0	15	100	0	808	51	6	42	130	8	4040	0	10	40	27	534	18	0	84	13	0	0	303	134	48	79	0	51	20	75	3	125	442	129	36	0	11	57	0	0	14	0	88	80	6	294	10	7
"485"	196	0	34	0	33	76	267	25	64	109	17	4	16	27	0	106	0	0	0	406	31	0	88	21	0	46	64	0	58	2	0	17	20	0	96	6	36	7	13	0	103	156	32	77	13	36	17	0	0	0	0	0	16	26	264	19	81	11	0	285	0	0	48	49	130	528	0	0	1	9	4	3	112	0	0	304	14	22	61	2	6	84	0	138	681	35	0	60	0	0	2858	61	14	49	62	431	6	0	0	0	0	0	0	147	7	50	71	41	0	38	22	60	422	110	1	86	28	114	0	0	20	28	35	0	12	259	10	7
"486"	197	197	19	0	56	96	0	33	157	90	0	0	21	0	26	137	10	41	42	469	0	321	0	0	0	0	6	206	0	6	59	7	38	162	0	37	0	11	56	9	0	150	0	0	14	51	18	6	14	0	80	1	19	29	537	29	16	13	0	297	45	131	36	22	201	556	124	194	4	39	2	20	69	126	5	319	10	18	0	8	10	0	0	87	0	24	0	57	91	6	628	32	0	32	0	542	20	15	37	0	28	0	343	139	0	49	28	27	0	177	36	0	448	220	4	139	0	44	148	22	11	30	57	86	46	265	10	7
"487"	198	156	43	185	0	81	111	37	15	176	25	0	0	32	30	240	1	83	0	426	12	218	0	11	84	24	32	200	28	17	0	0	13	102	0	38	0	7	37	0	0	176	0	88	12	47	10	0	24	184	33	8	0	0	728	50	52	0	0	257	46	91	57	0	0	546	128	176	0	48	0	31	34	138	20	354	17	77	4	0	32	29	0	0	655	13	4	40	29	6	3864	7	32	26	0	500	18	5	0	0	24	0	283	132	0	43	0	0	6	48	35	92	411	100	22	0	0	0	247	0	0	8	0	83	12	265	3	12
"488"	199	200	18	0	65	94	334	41	0	182	28	2	0	0	0	167	0	10	30	447	0	0	113	11	0	0	0	233	0	0	78	1	20	0	35	8	0	10	9	9	0	0	44	66	14	33	5	0	9	189	0	6	44	25	1268	19	20	9	0	328	0	80	72	23	0	621	107	145	0	15	0	14	43	84	0	378	14	0	59	0	27	0	2	0	686	0	16	68	52	13	204	26	5	21	163	505	0	0	83	0	0	312	0	114	0	37	0	0	7	48	24	81	387	0	23	0	17	99	0	1	24	0	47	116	38	265	15	13
"489"	200	177	21	0	16	76	0	50	7	0	0	1	0	0	0	136	3	0	0	436	38	329	93	17	119	11	36	239	0	6	30	0	17	131	0	29	47	15	0	15	110	260	23	76	0	0	22	0	4	161	0	1	98	28	464	40	30	19	0	287	27	0	48	78	185	522	130	158	0	48	0	12	94	0	11	262	0	0	0	0	16	45	7	106	693	0	0	44	64	0	746	30	46	31	55	502	16	76	31	3	55	0	304	130	4	0	83	54	50	0	0	92	347	0	0	145	11	65	0	0	0	21	28	157	23	294	1	3
"490"	201	172	38	217	61	87	0	32	0	0	51	0	0	55	15	151	15	0	16	417	54	158	39	13	0	10	0	200	0	2	0	6	28	121	35	22	55	0	13	0	0	186	19	0	11	27	6	8	14	113	123	0	58	15	1570	35	40	0	2	311	0	45	62	46	215	549	69	196	0	65	10	11	0	127	12	0	16	45	0	34	19	73	0	159	753	0	22	56	0	11	5652	35	0	0	35	531	0	0	0	0	0	320	346	106	0	44	24	118	21	0	27	112	390	95	8	95	18	0	233	0	15	0	60	110	0	227	0	0
"491"	202	0	29	100	38	93	134	41	0	186	8	14	0	4	0	144	0	24	13	407	0	192	75	0	79	22	24	0	30	0	60	2	31	180	105	0	0	0	0	0	0	0	67	57	0	32	10	0	36	180	0	5	0	33	538	0	3	5	55	271	0	135	50	0	177	592	107	185	6	36	0	19	65	136	8	392	0	38	15	17	0	12	0	0	0	0	0	67	0	0	1128	17	34	31	0	565	0	5	0	0	0	0	290	111	0	28	45	0	73	0	11	49	454	101	12	0	0	89	0	46	0	23	58	116	19	225	20	4
"492"	203	0	58	0	0	85	0	45	0	195	37	0	0	0	46	123	0	49	0	346	0	255	0	11	0	56	0	246	0	2	40	2	17	0	104	7	98	13	18	19	118	132	49	0	3	0	0	0	49	0	52	3	87	19	958	38	0	8	9	261	0	0	62	0	165	632	0	138	15	107	36	16	85	0	0	412	12	0	11	22	39	55	4	77	829	23	11	59	0	8	2195	17	7	49	23	514	0	0	24	0	0	0	0	116	3	63	0	20	0	0	16	79	371	0	15	156	0	67	0	0	0	29	43	95	0	314	12	0
